tripduration.int32(),starttime.date(2006-01-02 15:04:05),stoptime.date(2006-01-02 15:04:05),start_station_id.string(),start_station_name.string(),start_station_latitude.auto(),start_station_longitude.auto(),end_station_id.string(),end_station_name.string(),end_station_latitude.auto(),end_station_longitude.auto(),bikeid.string(),usertype.string(),birth_year.auto(),gender.auto()
291,2015-03-25 18:27:42,2015-03-25 18:32:33,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,107,Ames St at Main St,42.3625,-71.08822,782,Customer,1984,1
394,2015-03-25 18:28:33,2015-03-25 18:35:08,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,1093,Subscriber,1955,1
836,2015-03-25 18:29:00,2015-03-25 18:42:56,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,115,Porter Square Station,42.387995,-71.119084,1086,Customer,1972,1
907,2015-03-25 18:29:05,2015-03-25 18:44:13,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1140,Customer,1980,1
297,2015-03-25 18:30:00,2015-03-25 18:34:57,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1111,Subscriber,1989,1
312,2015-03-25 18:31:00,2015-03-25 18:36:13,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,865,Customer,1957,2
422,2015-03-25 18:31:16,2015-03-25 18:38:19,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1292,Customer,1982,2
288,2015-03-25 18:32:24,2015-03-25 18:37:13,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,990,Subscriber,1995,1
397,2015-03-25 18:32:54,2015-03-25 18:39:32,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,900,Subscriber,1982,1
492,2015-03-25 18:33:26,2015-03-25 18:41:39,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,773,Subscriber,1985,1
1361,2015-03-25 18:34:05,2015-03-25 18:56:46,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,115,Porter Square Station,42.387995,-71.119084,734,Subscriber,\N,0
405,2015-03-25 18:34:11,2015-03-25 18:40:57,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1301,Subscriber,1987,1
404,2015-03-25 18:34:19,2015-03-25 18:41:03,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,681,Subscriber,1988,2
760,2015-03-25 18:36:25,2015-03-25 18:49:06,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,735,Subscriber,\N,0
784,2015-03-25 18:36:18,2015-03-25 18:49:22,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1309,Subscriber,1990,2
449,2015-03-25 18:37:41,2015-03-25 18:45:11,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,951,Subscriber,1988,1
900,2015-03-25 18:37:55,2015-03-25 18:52:55,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,142,Alewife Station at Russell Field,42.396105,-71.139459,949,Subscriber,1944,1
497,2015-03-25 18:42:40,2015-03-25 18:50:58,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1090,Customer,1990,1
511,2015-03-25 18:44:26,2015-03-25 18:52:57,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,668,Customer,1982,1
208,2015-03-25 18:44:49,2015-03-25 18:48:17,141,Kendall Street,42.363560158429884,-71.08216792345047,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,634,Subscriber,1982,2
298,2015-03-25 18:45:19,2015-03-25 18:50:18,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,880,Subscriber,1956,1
247,2015-03-25 18:48:00,2015-03-25 18:52:07,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1104,Customer,1982,1
629,2015-03-25 18:49:09,2015-03-25 18:59:38,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1108,Subscriber,1986,2
294,2015-03-25 18:49:48,2015-03-25 18:54:43,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1073,Customer,1985,1
383,2015-03-25 18:50:39,2015-03-25 18:57:02,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,803,Subscriber,1990,1
222,2015-03-25 18:52:19,2015-03-25 18:56:02,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,854,Customer,1988,1
333,2015-03-25 18:52:51,2015-03-25 18:58:25,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,967,Subscriber,1981,1
226,2015-03-25 18:54:10,2015-03-25 18:57:56,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,656,Customer,1984,1
965,2015-03-25 18:56:52,2015-03-25 19:12:58,117,Binney St / Sixth St,42.366095,-71.086388,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,707,Customer,1987,1
858,2015-03-25 18:57:35,2015-03-25 19:11:54,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1081,Subscriber,1980,1
246,2015-03-25 18:57:40,2015-03-25 19:01:47,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,900,Subscriber,1991,1
1081,2015-03-25 18:59:14,2015-03-25 19:17:16,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,142,Alewife Station at Russell Field,42.396105,-71.139459,1308,Subscriber,1965,1
277,2015-03-25 19:00:59,2015-03-25 19:05:37,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,880,Customer,1991,1
721,2015-03-25 19:01:10,2015-03-25 19:13:12,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,755,Subscriber,1982,1
1199,2015-03-25 19:02:57,2015-03-25 19:22:56,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,140,Danehy Park,42.388966,-71.132788,900,Subscriber,1984,1
331,2015-03-25 19:02:59,2015-03-25 19:08:31,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,752,Subscriber,1985,2
293,2015-03-25 19:06:16,2015-03-25 19:11:09,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,958,Customer,1984,1
330,2015-03-25 19:08:11,2015-03-25 19:13:42,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1088,Subscriber,1996,1
775,2015-03-25 19:09:39,2015-03-25 19:22:35,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,107,Ames St at Main St,42.3625,-71.08822,1324,Subscriber,1975,1
520,2015-03-25 19:10:30,2015-03-25 19:19:10,107,Ames St at Main St,42.3625,-71.08822,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,883,Subscriber,1989,2
154,2015-03-25 19:12:41,2015-03-25 19:15:16,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1278,Subscriber,1990,2
239,2015-03-25 19:13:51,2015-03-25 19:17:50,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,938,Subscriber,1981,1
162,2015-03-25 19:14:43,2015-03-25 19:17:26,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,806,Subscriber,1987,1
281,2015-03-25 19:16:31,2015-03-25 19:21:12,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1003,Customer,1985,1
693,2015-03-25 19:17:48,2015-03-25 19:29:22,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1290,Subscriber,1984,1
511,2015-03-25 19:18:07,2015-03-25 19:26:39,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1079,Subscriber,1986,1
491,2015-03-25 19:18:40,2015-03-25 19:26:51,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1097,Subscriber,1983,2
669,2015-03-25 19:25:18,2015-03-25 19:36:27,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,865,Customer,1987,2
452,2015-03-25 19:25:48,2015-03-25 19:33:21,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,806,Customer,1981,1
250,2015-03-25 19:28:17,2015-03-25 19:32:27,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,1294,Subscriber,1994,1
1041,2015-03-25 19:29:53,2015-03-25 19:47:14,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1300,Subscriber,\N,0
482,2015-03-25 19:30:33,2015-03-25 19:38:35,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,938,Customer,1988,1
556,2015-03-25 19:32:39,2015-03-25 19:41:56,117,Binney St / Sixth St,42.366095,-71.086388,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1110,Customer,1954,1
507,2015-03-25 19:34:02,2015-03-25 19:42:30,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,870,Subscriber,1989,2
855,2015-03-25 19:34:45,2015-03-25 19:49:01,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1291,Subscriber,1987,1
378,2015-03-25 19:39:07,2015-03-25 19:45:25,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1301,Subscriber,1989,1
163,2015-03-25 19:45:43,2015-03-25 19:48:27,140,Danehy Park,42.388966,-71.132788,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,900,Subscriber,1962,1
280,2015-03-25 19:49:48,2015-03-25 19:54:28,142,Alewife Station at Russell Field,42.396105,-71.139459,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,894,Customer,1987,1
334,2015-03-25 19:52:57,2015-03-25 19:58:32,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768079,-71.11714124679565,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,798,Subscriber,1989,1
579,2015-03-25 19:58:24,2015-03-25 20:08:03,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1081,Subscriber,1985,2
460,2015-03-25 20:01:26,2015-03-25 20:09:06,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,681,Subscriber,1991,1
425,2015-03-25 20:03:40,2015-03-25 20:10:46,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1093,Subscriber,1987,2
308,2015-03-25 20:04:29,2015-03-25 20:09:37,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1106,Subscriber,1985,1
648,2015-03-25 20:04:33,2015-03-25 20:15:21,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,897,Customer,1989,1
220,2015-03-25 20:11:18,2015-03-25 20:14:59,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,854,Subscriber,1988,1
410,2015-03-25 20:11:46,2015-03-25 20:18:36,115,Porter Square Station,42.387995,-71.119084,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,784,Customer,1983,1
241,2015-03-25 20:18:59,2015-03-25 20:23:01,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,854,Subscriber,1988,1
425,2015-03-25 20:21:59,2015-03-25 20:29:04,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,115,Porter Square Station,42.387995,-71.119084,741,Subscriber,1990,1
303,2015-03-25 20:33:29,2015-03-25 20:38:33,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,859,Subscriber,1990,1
492,2015-03-25 20:34:44,2015-03-25 20:42:56,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,784,Subscriber,1979,1
443,2015-03-25 20:40:20,2015-03-25 20:47:44,115,Porter Square Station,42.387995,-71.119084,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,741,Subscriber,1990,1
579,2015-03-25 20:41:36,2015-03-25 20:51:16,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,140,Danehy Park,42.388966,-71.132788,1306,Subscriber,1986,1
642,2015-03-25 20:42:46,2015-03-25 20:53:29,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,854,Subscriber,\N,0
215,2015-03-25 20:55:19,2015-03-25 20:58:55,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,860,Subscriber,1991,1
210,2015-03-25 21:01:16,2015-03-25 21:04:46,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1060,Subscriber,1984,1
1591,2015-03-25 21:24:23,2015-03-25 21:50:54,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1264,Subscriber,\N,0
157,2015-03-25 21:46:44,2015-03-25 21:49:22,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,956,Subscriber,1977,1
349,2015-03-25 21:52:25,2015-03-25 21:58:15,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,908,Subscriber,1988,1
391,2015-03-25 21:52:52,2015-03-25 21:59:24,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1273,Subscriber,1988,2
153,2015-03-25 21:56:56,2015-03-25 21:59:29,107,Ames St at Main St,42.3625,-71.08822,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,687,Subscriber,1979,1
438,2015-03-25 22:04:40,2015-03-25 22:11:58,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,656,Customer,1984,1
891,2015-03-25 22:05:43,2015-03-25 22:20:34,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,115,Porter Square Station,42.387995,-71.119084,1057,Customer,1980,1
196,2015-03-25 22:07:36,2015-03-25 22:10:52,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,659,Subscriber,1974,2
276,2015-03-25 22:21:04,2015-03-25 22:25:40,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1275,Customer,1993,1
432,2015-03-25 22:26:56,2015-03-25 22:34:09,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,857,Customer,1982,2
359,2015-03-25 22:31:17,2015-03-25 22:37:16,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,656,Customer,1984,1
277,2015-03-25 22:35:44,2015-03-25 22:40:22,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,707,Subscriber,1985,1
346,2015-03-25 22:41:02,2015-03-25 22:46:49,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,752,Customer,1978,1
507,2015-03-25 22:56:05,2015-03-25 23:04:32,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,938,Customer,1988,1
506,2015-03-25 22:56:23,2015-03-25 23:04:50,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,641,Subscriber,1982,1
377,2015-03-25 23:00:20,2015-03-25 23:06:38,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1095,Subscriber,1985,1
635,2015-03-25 23:18:23,2015-03-25 23:28:58,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,742,Subscriber,1976,1
324,2015-03-25 23:24:18,2015-03-25 23:29:42,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1290,Subscriber,1982,1
1311,2015-03-25 23:48:02,2015-03-26 00:09:53,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,687,Subscriber,1964,1
247,2015-03-25 23:59:15,2015-03-26 00:03:23,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,638,Subscriber,1994,1
395,2015-03-26 00:05:11,2015-03-26 00:11:47,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1304,Subscriber,1975,1
2867,2015-03-26 00:10:07,2015-03-26 00:57:54,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1290,Subscriber,\N,0
2853,2015-03-26 00:09:59,2015-03-26 00:57:32,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,948,Subscriber,\N,0
2744,2015-03-26 00:12:06,2015-03-26 00:57:50,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1309,Subscriber,\N,0
544,2015-03-26 00:21:25,2015-03-26 00:30:30,107,Ames St at Main St,42.3625,-71.08822,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1091,Customer,1986,1
352,2015-03-26 00:25:24,2015-03-26 00:31:16,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,638,Subscriber,1994,1
450,2015-03-26 01:55:34,2015-03-26 02:03:04,117,Binney St / Sixth St,42.366095,-71.086388,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,874,Customer,1984,1
571,2015-03-26 02:01:34,2015-03-26 02:11:06,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,702,Subscriber,1986,1
331,2015-03-26 03:45:24,2015-03-26 03:50:56,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1295,Subscriber,1991,1
546,2015-03-26 05:26:11,2015-03-26 05:35:17,115,Porter Square Station,42.387995,-71.119084,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768079,-71.11714124679565,734,Subscriber,1989,1
259,2015-03-26 05:44:50,2015-03-26 05:49:09,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,865,Subscriber,1973,1
524,2015-03-26 05:58:52,2015-03-26 06:07:36,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1097,Customer,1960,2
296,2015-03-26 06:25:38,2015-03-26 06:30:35,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,650,Customer,1990,1
183,2015-03-26 06:41:51,2015-03-26 06:44:55,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,741,Subscriber,1980,1
773,2015-03-26 06:45:41,2015-03-26 06:58:34,115,Porter Square Station,42.387995,-71.119084,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,799,Customer,1974,2
325,2015-03-26 06:49:26,2015-03-26 06:54:51,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,748,Subscriber,1986,1
477,2015-03-26 06:52:54,2015-03-26 07:00:52,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1080,Customer,1954,1
578,2015-03-26 06:55:49,2015-03-26 07:05:28,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,900,Subscriber,1962,1
723,2015-03-26 07:12:28,2015-03-26 07:24:32,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,140,Danehy Park,42.388966,-71.132788,1095,Customer,1984,1
344,2015-03-26 07:27:12,2015-03-26 07:32:56,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,852,Subscriber,1953,1
428,2015-03-26 07:27:22,2015-03-26 07:34:30,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,702,Subscriber,1985,2
415,2015-03-26 07:27:23,2015-03-26 07:34:19,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,806,Subscriber,1981,1
305,2015-03-26 07:28:06,2015-03-26 07:33:11,115,Porter Square Station,42.387995,-71.119084,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1086,Subscriber,1966,1
352,2015-03-26 07:30:49,2015-03-26 07:36:41,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,107,Ames St at Main St,42.3625,-71.08822,1280,Subscriber,1974,1
250,2015-03-26 07:31:20,2015-03-26 07:35:31,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,107,Ames St at Main St,42.3625,-71.08822,799,Customer,1991,1
496,2015-03-26 07:32:00,2015-03-26 07:40:17,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,107,Ames St at Main St,42.3625,-71.08822,857,Subscriber,1968,1
199,2015-03-26 07:34:30,2015-03-26 07:37:49,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1273,Customer,1992,2
320,2015-03-26 07:41:07,2015-03-26 07:46:27,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1060,Customer,1991,1
465,2015-03-26 07:41:46,2015-03-26 07:49:32,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,1310,Customer,1974,2
249,2015-03-26 07:43:39,2015-03-26 07:47:48,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1022,Subscriber,1980,1
387,2015-03-26 07:45:51,2015-03-26 07:52:18,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,652,Subscriber,1976,1
